"日付","始値","高値","安値","終値","前日比","出来高","貸株残高","融資残高","貸借倍率","逆日歩","特別空売り料","5DMA","25DMA","5DVMA","25DVMA"
"2015/12/18","15,570.0","16,500.0","15,020.0","15,090.0","-530.0","32,210,784","11,070","1,933,149","174.63","-","-","15,070.0","16,038.0","17,214,212","10,670,370"
"2015/12/21","14,830.0","15,040.0","14,500.0","14,970.0","-120.0","16,097,578","6,282","2,182,982","347.50","-","-","15,064.0","15,992.4","17,031,784","10,718,113"
"2015/12/22","14,940.0","14,970.0","14,770.0","14,900.0","-70.0","6,884,991","11,770","2,308,428","196.13","-","-","15,148.0","15,957.6","15,983,925","10,597,096"
"2015/12/24","15,190.0","15,200.0","14,710.0","14,730.0","-170.0","8,868,474","15,401","2,779,153","180.45","-","-","15,062.0","15,898.0","15,686,519","10,614,433"
"2015/12/25","14,770.0","14,860.0","14,650.0","14,670.0","-60.0","6,082,253","23,330","2,483,560","106.45","-","-","14,872.0","15,835.6","14,028,816","10,470,489"
"2015/12/28","14,840.0","14,970.0","14,710.0","14,880.0","+210.0","6,435,360","22,854","2,172,329","95.05","-","-","14,830.0","15,768.4","8,873,731","10,086,763"
"2015/12/29","14,850.0","15,060.0","14,740.0","15,050.0","+170.0","6,376,510","27,490","1,843,807","67.07","-","-","14,846.0","15,709.2","6,929,517","9,984,341"
"2015/12/30","15,200.0","15,260.0","15,100.0","15,100.0","+50.0","6,328,195","24,511","1,736,307","70.84","-","-","14,886.0","15,646.4","6,818,158","9,969,157"
"2016/01/04","14,810.0","15,020.0","14,100.0","14,220.0","-880.0","19,991,405","103,351","2,544,545","24.62","-","-","14,784.0","15,554.0","9,042,744","10,440,303"
"2016/01/05","14,150.0","14,360.0","14,010.0","14,080.0","-140.0","15,202,416","101,203","2,523,055","24.93","-","-","14,666.0","15,449.6","10,866,777","10,772,364"
"2016/01/06","14,110.0","14,240.0","13,600.0","13,820.0","-260.0","17,150,787","110,321","2,578,464","23.37","-","-","14,454.0","15,339.2","13,009,862","11,175,612"
"2016/01/07","13,720.0","13,790.0","13,170.0","13,170.0","-650.0","19,215,451","131,907","3,210,133","24.34","-","-","14,078.0","15,210.8","15,577,650","11,640,881"
"2016/01/08","12,920.0","13,490.0","12,800.0","13,100.0","-70.0","25,094,705","162,564","3,224,442","19.83","-","-","13,678.0","15,065.6","19,330,952","12,284,700"
"2016/01/12","12,780.0","12,850.0","12,300.0","12,380.0","-720.0","19,215,814","179,478","3,396,702","18.93","-","-","13,310.0","14,892.4","19,175,834","12,864,398"
"2016/01/13","12,710.0","13,060.0","12,690.0","13,050.0","+670.0","14,014,227","160,411","2,936,526","18.31","-","-","13,104.0","14,748.0","18,938,196","13,146,167"
"2016/01/14","12,250.0","12,410.0","11,900.0","12,360.0","-690.0","24,828,458","161,756","3,323,143","20.54","-","-","12,812.0","14,601.2","20,473,731","13,571,780"
"2016/01/15","12,820.0","12,890.0","12,080.0","12,200.0","-160.0","21,476,356","100,165","2,708,003","27.04","-","-","12,618.0","14,438.0","20,925,912","14,146,330"
"2016/01/18","11,600.0","12,060.0","11,510.0","11,940.0","-260.0","24,670,928","60,235","2,654,289","44.07","-","-","12,386.0","14,276.0","20,841,156","14,770,899"
"2016/01/19","11,870.0","12,150.0","11,730.0","12,090.0","+150.0","19,899,359","70,430","2,601,431","36.94","-","-","12,328.0","14,130.8","20,977,865","15,214,620"
"2016/01/20","12,020.0","12,040.0","11,130.0","11,190.0","-900.0","24,908,387","84,586","2,794,487","33.04","-","-","11,956.0","13,959.6","23,156,697","15,830,377"
"2016/01/21","11,290.0","11,620.0","10,630.0","10,650.0","-540.0","33,018,190","104,116","2,858,697","27.46","-","-","11,614.0","13,756.0","24,794,644","16,873,236"
"2016/01/22","11,350.0","11,930.0","11,210.0","11,860.0","+1,210.0","27,665,927","88,810","2,481,561","27.94","-","-","11,546.0","13,630.4","26,032,558","17,299,484"
"2016/01/25","12,160.0","12,240.0","11,820.0","12,090.0","+230.0","23,491,248","65,145","2,459,771","37.76","-","-","11,576.0","13,534.8","25,796,622","17,754,163"
"2016/01/26","11,600.0","11,690.0","11,430.0","11,510.0","-580.0","15,540,209","58,258","2,611,569","44.83","-","-","11,460.0","13,388.8","24,924,792","17,961,551"
"2016/01/27","11,980.0","12,260.0","11,860.0","12,120.0","+610.0","21,624,182","58,348","2,318,816","39.74","-","-","11,646.0","13,248.8","24,267,951","18,251,687"
"2016/01/28","11,950.0","12,250.0","11,820.0","12,000.0","-120.0","20,172,968","31,550","2,318,262","73.48","-","-","11,916.0","13,125.2","21,698,906","17,770,175"
"2016/01/29","12,060.0","12,940.0","11,550.0","12,710.0","+710.0","46,271,016","29,585","2,257,474","76.30","-","-","12,086.0","13,034.8","25,419,924","18,977,112"
"2016/02/01","13,050.0","13,200.0","12,910.0","13,150.0","+440.0","21,589,661","30,155","2,184,829","72.45","-","-","12,298.0","12,964.8","25,039,607","19,565,299"
"2016/02/02","12,870.0","13,140.0","12,860.0","12,980.0","-170.0","16,874,628","38,625","2,196,843","56.88","-","-","12,592.0","12,894.8","25,306,491","19,885,545"
"2016/02/03","12,480.0","12,540.0","11,980.0","12,170.0","-810.0","28,476,922","31,385","2,459,120","78.35","-","-","12,602.0","12,794.8","26,677,039","20,781,332"
"2016/02/04","11,950.0","12,180.0","11,800.0","11,930.0","-240.0","22,128,102","33,695","2,239,964","66.48","-","-","12,588.0","12,676.8","27,068,065","21,409,042"
"2016/02/05","11,580.0","11,730.0","11,350.0","11,640.0","-290.0","18,815,456","44,685","2,296,768","51.40","-","-","12,374.0","12,540.4","21,576,953","21,906,599"
"2016/02/08","11,340.0","12,010.0","11,250.0","11,890.0","+250.0","18,642,931","40,215","2,178,254","54.17","-","-","12,122.0","12,412.0","20,987,607","22,399,189"
"2016/02/09","10,970.0","11,040.0","10,520.0","10,620.0","-1,270.0","25,561,850","91,824","2,741,072","29.85","-","-","11,650.0","12,268.0","22,725,052","22,622,007"
"2016/02/10","10,690.0","10,720.0","9,720.0","10,050.0","-570.0","26,037,459","85,811","2,721,501","31.72","-","-","11,226.0","12,106.8","22,237,159","23,055,408"
"2016/02/12","9,210.0","9,550.0","9,000.0","9,130.0","-920.0","34,655,636","75,995","2,077,244","27.33","-","-","10,666.0","11,919.2","24,742,666","23,755,602"
"2016/02/15","9,880.0","10,570.0","9,770.0","10,400.0","+1,270.0","23,205,782","38,642","1,782,875","46.14","-","-","10,418.0","11,808.4","25,620,731","23,915,216"
"2016/02/16","10,190.0","10,820.0","10,150.0","10,420.0","+20.0","30,906,676","38,255","1,786,964","46.71","-","-","10,124.0","11,701.2","28,073,480","24,147,694"
"2016/02/17","10,350.0","10,650.0","9,870.0","10,160.0","-260.0","25,352,382","35,442","1,878,924","53.01","-","-","10,032.0","11,612.4","28,031,587","24,393,157"
"2016/02/18","10,750.0","10,800.0","10,500.0","10,600.0","+440.0","22,483,138","35,892","1,666,663","46.44","-","-","10,142.0","11,514.4","27,320,722","24,731,914"
"2016/02/19","10,350.0","10,400.0","10,080.0","10,340.0","-260.0","19,064,638","37,827","1,746,618","46.17","-","-","10,384.0","11,433.6","24,202,523","24,501,361"
"2016/02/22","10,130.0","10,600.0","10,110.0","10,480.0","+140.0","20,674,261","37,302","1,658,258","44.45","-","-","10,400.0","11,364.8","23,696,219","24,469,277"
"2016/02/23","10,650.0","10,810.0","10,360.0","10,420.0","-60.0","22,209,645","36,322","1,627,479","44.81","-","-","10,400.0","11,304.0","21,956,812","24,370,826"
"2016/02/24","10,160.0","10,370.0","10,020.0","10,230.0","-190.0","23,996,349","41,492","1,686,437","40.64","-","-","10,414.0","11,229.6","21,685,606","24,534,705"
"2016/02/25","10,330.0","10,650.0","10,300.0","10,590.0","+360.0","22,406,067","39,065","1,591,420","40.74","-","-","10,412.0","11,205.6","21,670,192","24,434,612"
"2016/02/26","10,800.0","10,980.0","10,600.0","10,620.0","+30.0","21,153,916","35,410","1,588,366","44.86","-","-","10,468.0","11,204.4","22,088,047","23,960,041"
"2016/02/29","10,820.0","10,970.0","10,430.0","10,430.0","-190.0","21,331,714","52,462","1,659,631","31.63","-","-","10,458.0","11,147.2","22,219,538","23,706,673"
"2016/03/01","10,370.0","10,500.0","10,170.0","10,470.0","+40.0","20,056,484","41,790","1,684,172","40.30","-","-","10,468.0","11,082.4","21,788,906","23,569,282"
"2016/03/02","11,040.0","11,420.0","10,960.0","11,310.0","+840.0","25,592,565","44,332","1,424,176","32.13","-","-","10,684.0","11,074.4","22,108,149","23,971,377"
"2016/03/03","11,270.0","11,620.0","11,260.0","11,620.0","+310.0","21,507,342","40,642","1,388,889","34.17","-","-","10,890.0","11,054.4","21,928,404","23,966,703"
"2016/03/04","11,570.0","11,740.0","11,480.0","11,690.0","+70.0","20,052,374","39,787","1,471,164","36.98","-","-","11,104.0","11,042.0","21,708,095","23,961,879"
"2016/03/07","11,720.0","11,730.0","11,530.0","11,550.0","-140.0","13,746,908","38,449","1,549,715","40.31","-","-","11,328.0","10,995.6","20,191,134","22,660,915"
"2016/03/08","11,520.0","11,550.0","11,080.0","11,350.0","-200.0","22,949,285","38,540","1,553,589","40.31","-","-","11,504.0","10,923.6","20,769,694","22,715,300"
"2016/03/09","11,160.0","11,280.0","10,980.0","11,190.0","-160.0","17,072,285","46,334","1,658,775","35.80","-","-","11,480.0","10,852.0","19,065,638","22,723,206"
"2016/03/10","11,410.0","11,500.0","11,260.0","11,450.0","+260.0","15,535,253","39,539","1,686,678","42.66","-","-","11,446.0","10,823.2","17,871,221","22,205,539"
"2016/03/11","11,150.0","11,680.0","11,070.0","11,580.0","+130.0","24,190,214","36,719","1,691,600","46.07","-","-","11,424.0","10,809.2","18,698,789","22,288,024"
"2016/03/14","11,880.0","12,070.0","11,850.0","11,980.0","+400.0","15,089,297","56,073","1,472,104","26.25","-","-","11,510.0","10,822.8","18,967,266","22,138,978"
"2016/03/15","11,980.0","12,070.0","11,710.0","11,800.0","-180.0","15,908,180","24,589","1,592,280","64.76","-","-","11,600.0","10,819.2","17,559,045","22,029,588"
"2016/03/16","11,650.0","11,810.0","11,590.0","11,630.0","-170.0","12,817,777","25,029","1,755,960","70.16","-","-","11,688.0","10,859.6","16,708,144","21,519,825"
"2016/03/17","11,800.0","12,000.0","11,400.0","11,560.0","-70.0","22,269,891","76,879","1,769,813","23.02","-","-","11,710.0","10,920.0","18,055,071","21,369,122"
"2016/03/18","11,500.0","11,560.0","11,120.0","11,270.0","-290.0","21,580,075","66,874","1,953,281","29.21","-","-","11,648.0","11,005.6","17,533,044","20,846,099"
"2016/03/22","11,640.0","11,800.0","11,440.0","11,680.0","+410.0","17,199,406","54,434","1,654,414","30.39","-","-","11,588.0","11,056.8","17,955,065","20,605,844"
"2016/03/23","11,730.0","11,840.0","11,590.0","11,660.0","-20.0","10,752,194","52,515","1,688,025","32.14","-","-","11,560.0","11,106.4","16,923,868","19,799,665"
"2016/03/24","11,580.0","11,710.0","11,420.0","11,490.0","-170.0","12,474,248","53,680","1,738,235","32.38","-","-","11,532.0","11,159.6","16,855,162","19,284,540"
"2016/03/25","11,590.0","11,680.0","11,490.0","11,640.0","+150.0","8,429,020","51,205","1,697,199","33.15","-","-","11,548.0","11,201.2","14,086,988","18,722,375"
"2016/03/28","11,800.0","11,880.0","11,570.0","11,780.0","+140.0","13,746,725","53,005","1,525,247","28.78","-","-","11,650.0","11,258.8","12,520,318","18,509,659"
"2016/03/29","11,750.0","12,000.0","11,730.0","11,960.0","+180.0","15,116,168","64,241","1,440,604","22.42","-","-","11,706.0","11,318.0","12,103,671","18,287,335"
"2016/03/30","11,900.0","11,910.0","11,640.0","11,650.0","-310.0","12,711,952","51,178","1,666,520","32.56","-","-","11,704.0","11,367.2","12,495,622","17,907,427"
"2016/03/31","11,840.0","11,870.0","11,480.0","11,490.0","-160.0","15,068,269","39,270","1,607,506","40.93","-","-","11,704.0","11,417.6","13,014,426","17,550,304"
"2016/04/01","11,440.0","11,450.0","10,580.0","10,670.0","-820.0","26,283,482","79,170","1,920,403","24.26","-","-","11,510.0","11,420.8","16,585,319","17,705,400"
"2016/04/04","10,550.0","10,760.0","10,480.0","10,590.0","-80.0","15,051,045","51,972","1,709,337","32.89","-","-","11,272.0","11,419.6","16,846,183","17,461,286"
"2016/04/05","10,520.0","10,550.0","10,040.0","10,070.0","-520.0","16,445,816","64,085","1,785,368","27.86","-","-","10,894.0","11,405.2","17,112,112","17,265,850"
"2016/04/06","10,080.0","10,220.0","9,920.0","10,090.0","+20.0","16,672,527","74,806","1,773,934","23.71","-","-","10,582.0","11,390.0","17,904,227","17,130,491"
"2016/04/07","10,090.0","10,270.0","9,950.0","10,100.0","+10.0","18,969,462","91,478","1,783,629","19.50","-","-","10,304.0","11,341.6","18,684,466","16,865,567"
"2016/04/08","9,800.0","10,480.0","9,760.0","10,210.0","+110.0","21,343,924","67,360","1,694,345","25.15","-","-","10,212.0","11,285.2","17,696,554","16,859,031"
"2016/04/11","10,130.0","10,160.0","9,810.0","10,140.0","-70.0","17,552,853","87,162","1,757,311","20.16","-","-","10,122.0","11,223.2","18,196,916","16,759,050"
"2016/04/12","10,080.0","10,390.0","10,040.0","10,340.0","+200.0","15,196,633","68,898","1,667,677","24.21","-","-","10,176.0","11,174.8","17,947,079","16,817,039"
"2016/04/13","10,660.0","10,960.0","10,610.0","10,930.0","+590.0","17,424,156","69,595","1,500,151","21.56","-","-","10,344.0","11,158.0","18,097,405","16,596,034"
"2016/04/14","11,270.0","11,640.0","11,240.0","11,620.0","+690.0","21,875,677","78,009","1,269,857","16.28","-","-","10,648.0","11,175.2","18,678,648","16,788,169"
"2016/04/15","11,400.0","11,670.0","11,370.0","11,520.0","-100.0","16,974,873","73,035","1,300,927","17.81","-","-","10,910.0","11,178.0","17,804,838","16,845,754"
"2016/04/18","10,820.0","11,000.0","10,740.0","10,780.0","-740.0","19,166,078","63,630","1,353,926","21.28","-","-","11,038.0","11,146.0","18,127,483","16,644,789"
"2016/04/19","11,380.0","11,600.0","11,360.0","11,580.0","+800.0","15,212,999","80,707","1,197,808","14.84","-","-","11,286.0","11,130.0","18,130,756","16,649,737"
"2016/04/20","11,800.0","11,880.0","11,560.0","11,620.0","+40.0","15,494,384","86,864","1,200,749","13.82","-","-","11,424.0","11,122.8","17,744,802","16,633,185"
"2016/04/21","12,060.0","12,270.0","11,980.0","12,210.0","+590.0","18,903,015","572,860","988,091","1.72","-","-","11,542.0","11,146.0","17,150,269","16,876,594"
"2016/04/22","12,010.0","12,540.0","12,000.0","12,520.0","+310.0","25,247,696","280,682","946,681","3.37","-","-","11,742.0","11,184.4","18,804,834","16,995,707"
"2016/04/25","12,600.0","12,620.0","12,290.0","12,340.0","-180.0","16,852,437","238,456","1,035,964","4.34","-","-","12,054.0","11,227.2","18,342,106","16,806,601"
"2016/04/26","12,260.0","12,330.0","12,000.0","12,190.0","-150.0","12,707,289","240,947","1,012,608","4.20","-","-","12,176.0","11,247.6","17,840,964","16,626,916"
"2016/04/27","12,270.0","12,330.0","12,050.0","12,160.0","-30.0","10,897,947","492,219","647,266","1.31","-","-","12,284.0","11,267.6","16,921,676","16,632,747"
"2016/04/28","12,370.0","12,530.0","11,230.0","11,230.0","-930.0","25,980,177","107,460","952,912","8.87","-","-","12,088.0","11,257.2","18,337,109","17,172,984"
"2016/05/02","10,360.0","10,580.0","10,300.0","10,550.0","-680.0","16,984,659","144,252","904,175","6.27","-","-","11,694.0","11,213.6","16,684,501","17,515,209"
"2016/05/06","10,630.0","10,720.0","10,340.0","10,510.0","-40.0","12,625,330","160,019","1,017,409","6.36","-","-","11,328.0","11,162.8","15,839,080","17,470,353"
"2016/05/09","10,690.0","10,740.0","10,560.0","10,650.0","+140.0","11,861,810","149,478","1,000,509","6.69","-","-","11,020.0","11,110.4","15,669,984","17,340,179"
"2016/05/10","10,730.0","11,120.0","10,640.0","11,110.0","+460.0","16,201,104","488,322","911,065","1.87","-","-","10,810.0","11,088.8","16,730,616","17,479,745"
"2016/05/11","11,330.0","11,430.0","11,050.0","11,110.0","0.0","17,326,068","360,319","966,183","2.68","-","-","10,786.0","11,073.6","14,999,794","17,570,057"
"2016/05/12","10,950.0","11,230.0","10,830.0","11,210.0","+100.0","14,859,714","86,682","994,965","11.48","-","-","10,918.0","11,095.2","14,574,805","17,113,106"
"2016/05/13","11,300.0","11,400.0","10,870.0","10,890.0","-320.0","17,390,421","100,492","1,055,004","10.50","-","-","10,994.0","11,107.2","15,527,823","17,206,681"
"2016/05/16","10,910.0","11,180.0","10,880.0","10,940.0","+50.0","15,257,081","128,403","1,071,976","8.35","-","-","11,052.0","11,142.0","16,206,877","17,159,132"
"2016/05/17","11,180.0","11,210.0","11,010.0","11,190.0","+250.0","12,003,915","89,286","1,228,674","13.76","-","-","11,068.0","11,186.0","15,367,439","16,972,388"
"2016/05/18","11,140.0","11,400.0","11,010.0","11,200.0","+10.0","20,048,674","85,454","942,060","11.02","-","-","11,086.0","11,230.0","15,911,961","17,015,556"
"2016/05/19","11,420.0","11,460.0","11,120.0","11,190.0","-10.0","13,578,572","85,734","1,003,478","11.70","-","-","11,082.0","11,269.2","15,655,732","16,704,942"
"2016/05/20","11,140.0","11,370.0","11,060.0","11,310.0","+120.0","12,596,968","87,706","969,043","11.05","-","-","11,166.0","11,316.0","14,697,042","16,506,707"
"2016/05/23","11,240.0","11,270.0","10,890.0","11,210.0","-100.0","16,242,993","92,474","1,052,388","11.38","-","-","11,220.0","11,350.8","14,894,224","16,548,561"
"2016/05/24","11,150.0","11,150.0","10,950.0","10,980.0","-230.0","9,409,466","133,436","1,094,203","8.20","-","-","11,178.0","11,352.8","14,375,334","16,227,973"
"2016/05/25","11,370.0","11,400.0","11,290.0","11,350.0","+370.0","11,232,714","88,775","860,638","9.69","-","-","11,208.0","11,342.0","12,612,142","15,802,255"
"2016/05/26","11,600.0","11,620.0","11,310.0","11,360.0","+10.0","11,072,997","104,500","838,480","8.02","-","-","11,242.0","11,335.6","12,111,027","15,566,180"
"2016/05/27","11,450.0","11,540.0","11,390.0","11,450.0","+90.0","8,380,890","117,393","798,892","6.81","-","-","11,270.0","11,362.4","11,267,812","15,134,772"
"2016/05/30","11,640.0","11,770.0","11,550.0","11,770.0","+320.0","10,595,737","143,586","695,080","4.84","-","-","11,382.0","11,370.0","10,138,360","14,950,082"
"2016/05/31","11,680.0","12,030.0","11,650.0","11,990.0","+220.0","12,037,034","154,443","650,731","4.21","-","-","11,584.0","11,384.8","10,663,874","14,811,788"
"2016/06/01","11,800.0","11,880.0","11,530.0","11,590.0","-400.0","16,858,640","135,771","811,590","5.98","-","-","11,632.0","11,360.0","11,789,059","14,730,013"
"2016/06/02","11,430.0","11,430.0","11,010.0","11,050.0","-540.0","19,802,235","163,208","1,114,518","6.83","-","-","11,570.0","11,301.2","13,534,907","14,512,194"
"2016/06/03","11,130.0","11,260.0","11,040.0","11,150.0","+100.0","10,881,295","157,247","1,000,658","6.36","-","-","11,510.0","11,253.6","14,034,988","14,273,349"
"2016/06/06","10,760.0","11,080.0","10,720.0","11,080.0","-70.0","10,327,032","133,445","937,549","7.03","-","-","11,372.0","11,209.2","13,981,247","14,178,138"
"2016/06/07","11,160.0","11,240.0","11,010.0","11,190.0","+110.0","11,071,597","132,119","896,573","6.79","-","-","11,212.0","11,170.4","13,788,159","14,185,084"
"2016/06/08","11,240.0","11,400.0","11,080.0","11,390.0","+200.0","11,407,632","141,985","806,801","5.68","-","-","11,172.0","11,176.8","12,697,958","13,602,183"
"2016/06/09","11,290.0","11,360.0","11,080.0","11,190.0","-200.0","9,124,561","128,848","877,239","6.81","-","-","11,200.0","11,202.4","10,562,423","13,287,779"
"2016/06/10","11,190.0","11,190.0","10,960.0","11,080.0","-110.0","12,127,427","174,932","914,056","5.23","-","-","11,186.0","11,225.2","10,811,649","13,267,863"
"2016/06/13","10,710.0","10,730.0","10,340.0","10,340.0","-740.0","16,945,546","221,349","1,214,992","5.49","-","-","11,038.0","11,212.8","12,135,352","13,471,212"
"2016/06/14","10,290.0","10,420.0","10,000.0","10,130.0","-210.0","20,127,669","176,297","927,674","5.26","-","-","10,826.0","11,173.6","13,946,567","13,628,275"
"2016/06/15","10,050.0","10,300.0","9,970.0","10,220.0","+90.0","16,701,389","185,755","849,989","4.58","-","-","10,592.0","11,138.0","15,005,318","13,603,287"
"2016/06/16","10,120.0","10,190.0","9,510.0","9,560.0","-660.0","23,013,276","267,938","1,035,460","3.86","-","-","10,266.0","11,072.0","17,783,061","13,929,430"
"2016/06/17","9,920.0","10,000.0","9,750.0","9,790.0","+230.0","15,927,563","179,386","939,928","5.24","-","-","10,008.0","11,028.0","18,543,088","13,870,916"
"2016/06/20","10,090.0","10,330.0","10,090.0","10,230.0","+440.0","13,335,559","157,999","869,970","5.51","-","-","9,986.0","10,999.6","17,821,091","13,794,055"
"2016/06/21","10,080.0","10,540.0","9,970.0","10,470.0","+240.0","18,124,946","156,448","809,424","5.17","-","-","10,054.0","10,970.8","17,420,546","14,038,896"
"2016/06/22","10,400.0","10,480.0","10,250.0","10,350.0","-120.0","12,044,196","151,151","831,128","5.50","-","-","10,080.0","10,936.8","16,489,108","13,718,717"
"2016/06/23","10,410.0","10,620.0","10,320.0","10,570.0","+220.0","14,877,224","148,878","836,528","5.62","-","-","10,282.0","10,912.0","14,861,897","13,770,663"
